Level  15  1   0    1   0.000000
Level  15  2   0    1   0.000000
Level  15  3   0    1   0.000000
Level  15  4   0    1   0.000000
Level  15  5   0    1   0.000000
Level  15  6   0    1   0.000000
Level  15  7   0    1   0.000000
Level  15  8   0    1   0.000000
Level  15  9   0    1   0.000000
Level  15  10   0    1   0.000000
Level  15  11   0    1   0.000000
Level  15  12   0    1   0.000000
Level  15  13   0    1   0.000000
Level  15  14   0    1   0.000000
Level  15  15   0    1   0.000000
Level  17  1   0    1   0.000000
Level  17  2   0    1   0.000000
Level  17  3   0    1   0.000000
Level  17  4   0    1   0.000000
Level  17  5   0    1   0.000000
Level  17  6   0    1   0.000000
Level  17  7   0    1   0.000000
Level  17  8   0    1   0.000000
Level  17  9   0    1   0.000000
Level  17  10   0    1   0.000000
Level  17  11   0    1   0.000000
Level  17  12   0    1   0.000000
Level  17  13   0    1   0.000000
Level  17  14   0    1   0.000000
Level  17  15   0    1   0.000000
Level  17  16   0    1   0.000000
Level  17  17   0    1   0.000000
Level  19  1   0    1   0.000000
Level  19  2   0    1   0.000000
Level  19  3   0    1   0.000000
Level  19  4   0    1   0.000000
Level  19  5   0    1   0.000000
Level  19  6   0    1   0.000000
Level  19  7   0    1   0.000000
Level  19  8   0    1   0.000000
Level  19  9   0    1   0.000000
Level  19  10   0    1   0.000000
Level  19  11   0    1   0.000000
Level  19  12   0    1   0.000000
Level  19  13   0    1   0.000000
Level  19  14   0    1   0.000000
Level  19  15   0    1   0.000000
Level  19  16   0    1   0.000000
Level  19  17   0    1   0.000000
Level  19  18   0    1   0.000000
Level  19  19   0    1   0.000000
Level  21  1   0    1   0.000000
Level  21  2   0    1   0.000000
Level  21  3   0    1   0.000000
Level  21  4   0    1   0.000000
Level  21  5   0    1   0.000000
Level  21  6   0    1   0.000000
Level  21  7   0    1   0.000000
Level  21  8   0    1   0.000000
Level  21  9   0    1   0.000000
Level  21  10   0    1   0.000000
Level  21  11   0    1   0.000000
Level  21  12   0    1   0.000000
Level  21  13   0    1   0.000000
Level  21  14   0    1   0.000000
Level  21  15   0    1   0.000000
Level  21  16   0    1   0.000000
Level  21  17   0    1   0.000000
Level  21  18   0    1   0.000000
Level  21  19   0    1   0.000000
Level  21  20   0    1   0.000000
Level  21  21   0    1   0.000000
Level  22  1   0    1   0.000000
Level  22  2   0    1   0.000000
Level  22  3   0    1   0.000000
Level  22  4   0    1   0.000000
Level  22  5   0    1   0.000000
Level  22  6   0    1   0.000000
Level  22  7   0    1   0.000000
Level  22  8   0    1   0.000000
Level  22  9   0    1   0.000000
Level  22  10   0    1   0.000000
Level  22  11   0    1   0.000000
Level  22  12   0    1   0.000000
Level  22  13   0    1   0.000000
Level  22  14   0    1   0.000000
Level  22  15   0    1   0.000000
Level  22  16   0    1   0.000000
Level  22  17   0    1   0.000000
Level  22  18   0    1   0.000000
Level  22  19   0    1   0.000000
Level  22  20   0    1   0.000000
Level  22  21   0    1   0.000000
Level  22  22   0    1   0.000000
Level  23  1   0    1   0.000000
Level  23  2   0    1   0.000000
Level  23  3   0    1   0.000000
Level  23  4   0    1   0.000000
Level  23  5   0    1   0.000000
Level  23  6   0    1   0.000000
Level  23  7   0    1   0.000000
Level  23  8   0    1   0.000000
Level  23  9   0    1   0.000000
Level  23  10   0    1   0.000000
Level  23  11   0    1   0.000000
Level  23  12   0    1   0.000000
Level  23  13   0    1   0.000000
Level  23  14   0    1   0.000000
Level  23  15   0    1   0.000000
Level  23  16   0    1   0.000000
Level  23  17   0    1   0.000000
Level  23  18   0    1   0.000000
Level  23  19   0    1   0.000000
Level  23  20   0    1   0.000000
Level  23  21   0    1   0.000000
Level  23  22   0    1   0.000000
Level  23  23   0    1   0.000000
Level  24  1   0    1   0.000000
Level  24  2   0    1   0.000000
Level  24  3   0    1   0.000000
Level  24  4   0    1   0.000000
Level  24  5   0    1   0.000000
Level  24  6   0    1   0.000000
Level  24  7   0    1   0.000000
Level  24  8   0    1   0.000000
Level  24  9   0    1   0.000000
Level  24  10   0    1   0.000000
Level  24  11   0    1   0.000000
Level  24  12   0    1   0.000000
Level  24  13   0    1   0.000000
Level  24  14   0    1   0.000000
Level  24  15   0    1   0.000000
Level  24  16   0    1   0.000000
Level  24  17   0    1   0.000000
Level  24  18   0    1   0.000000
Level  24  19   0    1   0.000000
Level  24  20   0    1   0.000000
Level  24  21   0    1   0.000000
Level  24  22   0    1   0.000000
Level  24  23   0    1   0.000000
Level  24  24   0    1   0.000000
Level  25  1   0    1   0.000000
Level  25  2   0    1   0.000000
Level  25  3   0    1   0.000000
Level  25  4   0    1   0.000000
Level  25  5   0    1   0.000000
Level  25  6   0    1   0.000000
Level  25  7   0    1   0.000000
Level  25  8   0    1   0.000000
Level  25  9   0    1   0.000000
Level  25  10   0    1   0.000000
Level  25  11   0    1   0.000000
